"EMC 172/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 173/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 174/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 175/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 176/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 177/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 178/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 179/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 180/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 181/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 182/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 183/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 184/2017 PL678716 => PL 6787/2016","Jô Moraes","130000000882","2984324.7200000007"
"EMC 185/2017 PL678716 => PL 6787/2016","Jô Moraes","130000000882","2984324.7200000007"
"EMC 186/2017 PL678716 => PL 6787/2016","Jô Moraes","130000000882","2984324.7200000007"
"EMC 187/2017 PL678716 => PL 6787/2016","Jô Moraes","130000000882","2984324.7200000007"
"EMC 188/2017 PL678716 => PL 6787/2016","Jô Moraes","130000000882","2984324.7200000007"
"EMC 189/2017 PL678716 => PL 6787/2016","Jô Moraes","130000000882","2984324.7200000007"
"EMC 190/2017 PL678716 => PL 6787/2016","Jô Moraes","130000000882","2984324.7200000007"
"EMC 191/2017 PL678716 => PL 6787/2016","Jô Moraes","130000000882","2984324.7200000007"
"EMC 192/2017 PL678716 => PL 6787/2016","Magda Mofatto","90000000712","16252192"
"EMC 193/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 194/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 195/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 196/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 197/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 198/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 199/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 200/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 201/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 202/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 203/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 204/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 205/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 206/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 207/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 208/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 209/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 210/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 211/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 212/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 213/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 214/2017 PL678716 => PL 6787/2016","Diego Andrade","130000000716","4333772"
"EMC 215/2017 PL678716 => PL 6787/2016","Laura Carneiro","190000001463","2996579.2800000003"
"EMC 216/2017 PL678716 => PL 6787/2016","Laura Carneiro","190000001463","2996579.2800000003"
"EMC 217/2017 PL678716 => PL 6787/2016","Laura Carneiro","190000001463","2996579.2800000003"
"EMC 218/2017 PL678716 => PL 6787/2016","Laura Carneiro","190000001463","2996579.2800000003"
"EMC 219/2017 PL678716 => PL 6787/2016","Padre João","130000000871","1366120"
"EMC 220/2017 PL678716 => PL 6787/2016","Padre João","130000000871","1366120"
"EMC 221/2017 PL678716 => PL 6787/2016","Padre João","130000000871","1366120"
"EMC 222/2017 PL678716 => PL 6787/2016","Padre João","130000000871","1366120"
"EMC 223/2017 PL678716 => PL 6787/2016","Alfredo Kaefer","160000000152","18720091.279999997"
"EMC 224/2017 PL678716 => PL 6787/2016","Laura Carneiro","190000001463","2996579.2800000003"
"EMC 225/2017 PL678716 => PL 6787/2016","Laura Carneiro","190000001463","2996579.2800000003"
"EMC 226/2017 PL678716 => PL 6787/2016","Laura Carneiro","190000001463","2996579.2800000003"
"EMC 227/2017 PL678716 => PL 6787/2016","Laura Carneiro","190000001463","2996579.2800000003"
"EMC 228/2017 PL678716 => PL 6787/2016","Laura Carneiro","190000001463","2996579.2800000003"
"EMC 229/2017 PL678716 => PL 6787/2016","Laura Carneiro","190000001463","2996579.2800000003"
"EMC 230/2017 PL678716 => PL 6787/2016","Laura Carneiro","190000001463","2996579.2800000003"
"EMC 231/2017 PL678716 => PL 6787/2016","Laura Carneiro","190000001463","2996579.2800000003"
"EMC 232/2017 PL678716 => PL 6787/2016","Weverton Rocha","100000000262","1985600"
"EMC 233/2017 PL678716 => PL 6787/2016","Hissa Abrahão","40000000086","5881233.839999996"
"EMC 234/2017 PL678716 => PL 6787/2016","Hissa Abrahão","40000000086","5881233.839999996"
