uf; sequencial_candidato; nome; sigla_partido
"SP";"250000001498";"MARCOS PIRES";"PCO"
"SP";"250000001787";"FELIPE MAROPO";"PSOL"
"SP";"250000001659";"LOURDES VESSANE";"DEM"
"SP";"250000002337";"ZÉ ELIAS";"PCB"
"SP";"250000003092";"GODOI DO FÓRUM";"PEN"
"SP";"250000000755";"TEREZINHA KASHIRAJIMA";"PR"
"SP";"250000003074";"IRMÃO CHARLES";"PEN"
"SP";"250000000756";"GESOFATO";"PR"
"SP";"250000000278";"ADIZIO MARANHÃO";"PMN"
"SP";"250000001935";"MUSSUM";"PSDC"
"SP";"250000000072";"LUZIA ARRUDA";"PC do B"
"SP";"250000000525";"EDSON MOURA";"PT"
"SP";"250000001149";"ALESSANDRA MONTEIRO DA #REDE";"PSB"
"SP";"250000002810";"CLAUDEMIR";"PRP"
"SP";"250000001514";"HELOISA GUIMARÃES";"PSDB"
"SP";"250000001979";"VALÉRIA LIMA";"PSDC"
"SP";"250000000928";"FABIO PORCHAT";"PV"
"SP";"250000000916";"CIOMARA FALASCO";"PV"
"SP";"250000001859";"BELON";"PSTU"
"SP";"250000000118";"ESTER";"PSL"
"SP";"250000001404";"ELZINHA";"PSDB"
"SP";"250000003064";"SETTE";"PEN"
"SP";"250000002533";"NICE-LOIRA";"PTB"
"SP";"250000001834";"GIL LIMA";"PSOL"
"SP";"250000000952";"PROF. MARCELO";"PV"
"SP";"250000002821";"ENOQUE O IRMAO CAMELÔ";"PRP"
"SP";"250000003033";"JAIME ROCHA";"PEN"
"SP";"250000003853";"AGRIMENSOR DANTAS";"PEN"
"SP";"250000003839";"DR. GIL";"PEN"
"SP";"250000003709";"JÔ DO ALVARENGA";"PMDB"
"SP";"250000000893";"ELISANGELA";"PROS"
"SP";"250000003009";"SILVANA MARCONDES";"PRP"
"SP";"250000002130";"DR. SATO";"PMDB"
"SP";"250000002953";"SARGENTO TARCÍSIO";"PHS"
"SP";"250000003109";"JOSÉ DJENAL";"PEN"
"SP";"250000000179";"CHARLES TUNISSE";"PT do B"
"SP";"250000000595";"BARBA";"PT"
"SP";"250000002869";"LILIAN";"PRP"
"SP";"250000001995";"IRACY NENE";"PDT"
"SP";"250000003351";"LUANY";"PHS"
"SP";"250000001085";"SANDRO";"PV"
"SP";"250000003521";"PROFESSOR BARTÔ";"PSOL"
"SP";"250000001092";"ULISSES MACIEL";"PV"
"SP";"250000000327";"BREGEREBA";"PMN"
"SP";"250000000226";"PROF JOÃO IRENTE";"PTN"
"SP";"250000000139";"BIA DUQUE";"PSL"
"SP";"250000001252";"JOARILDO SERRA";"PRB"
"SP";"250000000026";"BRUNO INFORMATICA";"PC do B"
"SP";"250000000460";"MANOEL SILVA";"PSC"
"SP";"250000000933";"PIRRAIA";"PV"
"SP";"250000002341";"CAROL DA PUC - LOPES CAMARADA";"PCB"
"SP";"250000002574";"SANDRO MOTOBOY";"PTB"
"SP";"250000003820";"VERA LUCIA";"PEN"
"SP";"250000002988";"JOAO DE MAUÁ";"PRP"
"SP";"250000003688";"RENATO";"PMDB"
"SP";"250000002430";"DO CARMO ROCHA";"PTB"
"SP";"250000001201";"DR. PAULO EDUARDO DE SOUZA";"PSB"
"SP";"250000002111";"TIA LÚ";"PMDB"
"SP";"250000003822";"LUCYNHA LUZ";"PEN"
"SP";"250000002366";"PÉRICLES FORMIGONI";"PTB"
"SP";"250000001176";"KIKO GIMENEZ";"PSB"
"SP";"250000003852";"ADEMIR BIZI";"PEN"
"SP";"250000001123";"INVEST POLICIA ALBERTO SABINO";"PSB"
"SP";"250000002699";"MOACIR BIAZIM";"PP"
"SP";"250000000633";"HELCIO SILVA";"PT"
"SP";"250000002781";"MAURICIO SERRANO";"PRP"
"SP";"250000002663";"JOÃO MERLIM";"PMDB"
"SP";"250000003682";"MANOEL EMÍDIO";"PMDB"
"SP";"250000001373";"MAJOR FIORAMONTE";"PSDB"
"SP";"250000000195";"EVANDRO DE LIMA";"PT do B"
"SP";"250000000641";"JULIANO SERRANO";"PT"
"SP";"250000003493";"MARCÃO DO BOM PALADAR";"PTC"
"SP";"250000000133";"BOMBEIRO LUCIANO FREIRE";"PTC"
"SP";"250000000214";"JOÃO VICTOR - BÉ";"PSL"
"SP";"250000000183";"DAN GUINSBURG";"PT do B"
"SP";"250000001733";"CLAUDIO - KAL";"PSOL"
"SP";"250000001017";"DORINHA";"PV"
"SP";"250000002260";"JOÃO GARCIA";"PRTB"
"SP";"250000002039";"NALIENE MOURA";"PDT"
"SP";"250000001413";"IRMÃO JOÃO NOGUEIRA";"PSB"
"SP";"250000000043";"OSCAR CABRERA";"PC do B"
"SP";"250000000141";"OSVALDO LAMPIÃO";"PT do B"
"SP";"250000000017";"JAIR MARMELO";"PC do B"
"SP";"250000002202";"PROFESSORA ROSE";"PSD"
"SP";"250000001808";"PROFESSOR DIMITRI";"PSOL"
"SP";"250000000113";"DANILO PAULI";"PSL"
"SP";"250000000921";"EDNA MARTINS";"PV"
"SP";"250000001300";"IVAN MUNIS";"PRB"
"SP";"250000002717";"DR. RAFAEL CAMARGO";"PMDB"
"SP";"250000003936";"PROF TERESINHA MINELLI";"PV"
"SP";"250000000406";"CELSINHO DO SINDICATO";"PSC"
"SP";"250000003487";"ZEZE DA ESTRADA";"PTC"
"SP";"250000000607";"ADRIANO DIOGO";"PT"
"SP";"250000001377";"RAFAELA SANTOS";"PSDB"
"SP";"250000001750";"THIAGO AGUIAR";"PSOL"
"SP";"250000002513";"LUIZ CARLOS MOTTA";"PTB"
"SP";"250000002336";"FERNANDO ZINGRA";"PCB"
"SP";"250000003393";"NINA";"PHS"
"SP";"250000002776";"STEFANUS FRANCISCO MARQUES";"PRP"
"SP";"250000002836";"FLAVIO CHAVES";"PRP"
"SP";"250000002481";"ROSANGELA NOGUEIRA";"PTB"
"SP";"250000000806";"PROFESSORA NILVA";"SD"
"SP";"250000002412";"FRANCISCO XAVIER";"PTB"
"SP";"250000001014";"CÉLIO CÁSSIO";"PV"
"SP";"250000000007";"TERESINHA TECA CHIAPPIM";"PC do B"
"SP";"250000001044";"VALCACI CANAÃ";"PV"
"SP";"250000000203";"GILDO";"PTN"
"SP";"250000000536";"GENIZIA";"PT"
"SP";"250000002718";"DR. RAPHAEL HAMAOUI";"PMDB"
"SP";"250000003517";"JULIANA";"PSOL"
"SP";"250000003542";"LEIA BAIANA";"PTN"
"SP";"250000003122";"LUIZ DOS ANJOS";"PEN"
"SP";"250000003885";"JOÃO ZELADOR";"PSDC"
"SP";"250000002392";"GUILHERME IVAN SARTORI";"PTB"
"SP";"250000002136";"DR. ADEL";"PMDB"
"SP";"250000000264";"ROSANGELA";"PSL"
"SP";"250000000886";"GILSON";"PROS"
"SP";"250000000237";"MARCOS FERNANDO ANDRADE";"PT do B"
"SP";"250000003356";"RENATA BANDEIRA";"PHS"
"SP";"250000000517";"BABY ABRÃO";"PT"
"SP";"250000001455";"DRA SOELLY";"PSB"
"SP";"250000000268";"SILVIO ROCHA JR";"PTN"
"SP";"250000001158";"PROFESSOR MASSAO";"PSB"
"SP";"250000002770";"MARIA DA SÉ";"PRP"
"SP";"250000002767";"ZÉ TAVARES";"PRP"
"SP";"250000002727";"CAPITÃO CASTROPIL";"PMDB"
"SP";"250000002237";"LUCAS DO LICEU";"PPL"
"SP";"250000001932";"PATRICIA DAMASCENO";"PSDC"
"SP";"250000000968";"PAULA CAMPOS";"PV"
"SP";"250000003702";"ELISEU BENTO";"PMDB"
"SP";"250000000865";"GILBERTO BENZI";"PROS"
"SP";"250000000910";"JUNIOR FELISBINO";"PV"
"SP";"250000003686";"RICARDO RUSSOMANNO";"PMDB"
"SP";"250000002883";"TIDE";"PHS"
"SP";"250000003815";"SELMA LENÍ";"PEN"
"SP";"250000000951";"MARCELO JOSÉ ORTEGA";"PV"
"SP";"250000000320";"FATIMA FIRMINO";"PMN"
"SP";"250000000834";"CLÁUDIO PRADO";"SD"
"SP";"250000002640";"FABIOLA JACOBIO DE SOUZA";"PMDB"
"SP";"250000002820";"EDER JOFRE";"PRP"
"SP";"250000000109";"CLAUDIO NAVA";"PSL"
"SP";"250000000217";"JOELMA";"PTC"
"SP";"250000002113";"MARINÊS CAMPOS";"PMDB"
"SP";"250000003528";"NILO GARÇOM";"PSOL"
"SP";"250000002147";"SEBASTIAO SANTOS";"PMDB"
"SP";"250000002553";"LUIZ PAULO BARONI";"PTB"
"SP";"250000000691";"LINO BISPO";"PR"
"SP";"250000000712";"LOLÓ";"PR"
"SP";"250000000410";"ROBINHO JORNAL CAMINHONEIRO";"PSC"
"SP";"250000002076";"MARGARETE SANTOS";"PDT"
"SP";"250000003610";"MATTOS NASCIMENTO";"PSC"
"SP";"250000000430";"ZE GATINHO";"PSC"
"SP";"250000000889";"MARLENE";"PROS"
"SP";"250000003063";"CRISTIANO ROGER CANUTO";"PEN"
"SP";"250000000828";"DRA. DÉBORA PEREIRA";"SD"
"SP";"250000002522";"CLOVIS REIS DOS SANTOS";"PTB"
"SP";"250000001212";"ISHIDA-VALDEMAR ISHIDA";"PSB"
"SP";"250000002572";"MARCELO TEIXEIRA";"PTB"
"SP";"250000000194";"CIGANO";"PTN"
"SP";"250000000962";"GOMES";"PV"
"SP";"250000003759";"MAURO SILVA";"PRTB"
"SP";"250000000604";"PORTO";"PT"
"SP";"250000000672";"ORLANDO SILVA";"PC do B"
"SP";"250000001773";"PROF. RODRIGO ASSIS";"PSOL"
"SP";"250000001464";"MARCIO APARECIDO";"PSB"
"SP";"250000000745";"RICARDO MADALENA";"PR"
"SP";"250000002103";"PROFESSOR VAZZ";"PMDB"
"SP";"250000002427";"DR. MARCO ANTONIO";"PTB"
"SP";"250000003005";"DR.SANDRO";"PRP"
"SP";"250000000908";"ANGELO MAXIMO";"PV"
"SP";"250000001112";"DR. WILSON";"PSB"
"SP";"250000001760";"ALDA FRANCO";"PSOL"
"SP";"250000000466";"BABY STIVAM";"PSC"
"SP";"250000002898";"SANDRO LIMA DA SAÚDE";"PHS"
"SP";"250000003845";"ANTONIO MIRANDA";"PEN"
"SP";"250000001526";"DECIO MARMIROLLI";"PSDB"
"SP";"250000002327";"CARLA JESUS";"PRTB"
"SP";"250000003296";"CARLOS ALBERTO";"PHS"
"SP";"250000002690";"MAUREEN LEÃO CURY";"PMDB"
"SP";"250000000613";"ANDRES SANCHEZ";"PT"
"SP";"250000001892";"WALTER MIRANDA";"PSTU"
"SP";"250000002086";"ROBERTO NASCIMENTO";"PDT"
"SP";"250000000526";"EDUARDO PETROV";"PT"
"SP";"250000000354";"LIA CASSIMIRA";"PTN"
"SP";"250000000887";"BRUNA GABRIELA";"PROS"
"SP";"250000002291";"DR. OSVALDO";"PRTB"
"SP";"250000001045";"TRIPOLI";"PV"
"SP";"250000003396";"WALTER MAEDA";"PHS"
"SP";"250000001245";"JOSIMAR PERES";"PRB"
"SP";"250000002688";"MARLI REZENDE";"PP"
"SP";"250000001262";"ELISSANDRA ARAUJO";"PRB"
"SP";"250000003701";"MAX QUEIROGA";"PMDB"
"SP";"250000000567";"MARCO AURELIO";"PT"
"SP";"250000002133";"HUDSON PESSINI";"PMDB"
"SP";"250000003406";"NILZA BARAGLIO";"PHS"
"SP";"250000000490";"PROFESSOR WELLINGTON COSTA";"PSC"
"SP";"250000001703";"PROFESSOR RAFAEL GOUVEIA";"PSOL"
"SP";"250000001400";"ODECIO BRAGA";"DEM"
"SP";"250000000925";"ELANIA NANINHA MELO";"PV"
"SP";"250000002925";"BATTMAN";"PHS"
"SP";"250000002525";"EDERSON SIQUEIRA";"PTB"
"SP";"250000001728";"JUNINHO";"PSOL"
"SP";"250000001549";"SERGIO SILVA";"PSDB"
"SP";"250000001644";"CAMPOS FILHO";"DEM"
"SP";"250000002027";"DR. PEDRO SERAFIM";"PDT"
"SP";"250000000463";"SERGINHO CARDOSO";"PSC"
"SP";"250000002145";"MAURICIO CARNEIRO";"PMDB"
"SP";"250000001326";"SILVIO TORRES";"PSDB"
"SP";"250000002582";"DR. VIDOTTO";"PTB"
"SP";"250000000381";"AUGUSTINHO CARRARA (FABIO)";"PSC"
"SP";"250000001625";"RENATOGALHARDO BAILES";"PPS"
"SP";"250000001305";"GIBI EX ORIGINAIS DO SAMBA";"PRB"
"SP";"250000000619";"CASSIA MURER";"PT"
"SP";"250000001178";"HILKIAS DE OLIVEIRA";"PSB"
"SP";"250000003490";"ELISMARA ALVES";"PTC"
"SP";"250000002114";"SAMANTHA MORAES";"PMDB"
"SP";"250000003136";"WALDIR CALEGARETTI";"PEN"
"SP";"250000001741";"PROFESSOR TONINHO";"PSOL"
"SP";"250000003757";"MARGIOTTI";"PRTB"
"SP";"250000003615";"DIVA";"PSC"
"SP";"250000001593";"AMÉLIA E VOCÊ";"PRB"
"SP";"250000002492";"DITO BARBOSA";"PTB"
"SP";"250000002120";"RENATO GALDINO";"PMDB"
"SP";"250000001830";"DOUGLAS BELCHIOR";"PSOL"
"SP";"250000000894";"ANA AIRES";"PROS"
"SP";"250000002808";"EDSON CLARO";"PRP"
"SP";"250000001503";"JÚNIOR BOZZELLA";"PSDB"
"SP";"250000003862";"MARIA LUISA DO CÃO QUE MIA";"PEN"
"SP";"250000001558";"DR. MARCO ANTONIO  MENDONÇA";"PSDB"
"SP";"250000001293";"BRANQUINHO ESTABILE";"PRB"
"SP";"250000001607";"ANGELO VAZ";"PPS"
"SP";"250000002662";"JOÃO BICO";"PSD"
"SP";"250000001729";"PAULO BUFALO";"PSOL"
"SP";"250000001313";"MASTROBUONO";"PRB"
"SP";"250000001273";"TÉKA MORAES";"PRB"
"SP";"250000003322";"JORDÃO JORDÂNIA";"PHS"
"SP";"250000001775";"THIAGO CARANDINA";"PSOL"
"SP";"250000001735";"VANUSIA";"PSOL"
"SP";"250000000668";"RACHEL MORENO";"PT"
"SP";"250000002433";"MÁRCIO FAGO";"PTB"
"SP";"250000001333";"EDUARDO CURY";"PSDB"
"SP";"250000000314";"TONY HILL";"PMN"
"SP";"250000000253";"MACIEL";"PTN"
"SP";"250000003027";"MARIA BARTHALY";"PEN"
"SP";"250000001645";"EDMIR CHEDID";"DEM"
"SP";"250000001392";"FERNANDA CREPALDI";"DEM"
"SP";"250000000387";"MARCIO CAMARGO";"PSC"
"SP";"250000001241";"JANAINA SILVA";"PRB"
"SP";"250000003361";"MARIO MARTINS";"PHS"
"SP";"250000002557";"SALETE MORALLES";"PTB"
"SP";"250000003763";"ZÉ MARQUES";"PRTB"
"SP";"250000002802";"DANI BRAZ";"PRP"
"SP";"250000003613";"DAIANA";"PSC"
"SP";"250000000970";"PAULO WILSON";"PV"
"SP";"250000002997";"NARA SANTANA";"PRP"
"SP";"250000001934";"WALTER GONÇALVES";"PSDC"
"SP";"250000002361";"PAULO FRANGE";"PTB"
"SP";"250000000350";"SILVIA MARIA";"PTN"
"SP";"250000001522";"PROFESSOR RODRIGO PARRAS";"PSDB"
"SP";"250000000132";"LIZANDRA";"PTN"
"SP";"250000001583";"FERNANDO STANCATTI";"PRB"
"SP";"250000002024";"LETIVAN";"PDT"
"SP";"250000004286";"CLAUDIA DE GIULI";"PEN"
"SP";"250000000162";"GENTIL";"PSL"
"SP";"250000000738";"MARCOS GUERRA";"PR"
"SP";"250000001851";"ALESSANDRA LIMA";"PSTU"
"SP";"250000002541";"MARIZETE CAMPOS";"PTB"
"SP";"250000003483";"NADINHO";"PTC"
"SP";"250000002005";"JOSENILDO";"PDT"
"SP";"250000002479";"DR. JOÃO DE OLIVEIRA";"PTB"
"SP";"250000002885";"DRA. ANA PAULA GUIMARÃES";"PHS"
"SP";"250000001173";"ED THOMAS";"PSB"
"SP";"250000001871";"JOÃO ZAFALÃO";"PSTU"
"SP";"250000003847";"ROMILDO BAIANO";"PEN"
"SP";"250000000831";"JOÃO FADEL";"SD"
"SP";"250000001113";"ALCIDES DIAS";"PSB"
"SP";"250000001154";"JOÃO CAPOTES";"PSB"
"SP";"250000001902";"JOEL JOVINO";"PSDC"
"SP";"250000001302";"IRMÃO BRAZ";"PRB"
"SP";"250000000397";"FERNANDO DA ÓTICA ORIGINAL";"PSC"
"SP";"250000002038";"SILAS EDUARDO INKE";"PDT"
"SP";"250000000275";"DR. WILSON PONCE";"PT do B"
"SP";"250000000300";"PEDRO VIVIANI";"PMN"
"SP";"250000002508";"JANAINA MOREIRA";"PTB"
"SP";"250000002542";"MARTA FERNANDES";"PTB"
"SP";"250000001643";"PASTOR CEZINHA";"DEM"
"SP";"250000003710";"CARMELITA TOLEDANO";"PMDB"
"SP";"250000001970";"CATUXA DA ENFERMAGEM";"PSDC"
"SP";"250000003491";"LUIZ DA ACTIVA";"PTC"
"SP";"250000003102";"PASTOR JUNIOR";"PEN"
"SP";"250000001054";"GRANDE HOTELO FILHO";"PV"
"SP";"250000002629";"PROFESSOR DIOGO SOARES";"PMDB"
"SP";"250000002153";"ANITA LIMA";"PP"
"SP";"250000002232";"ILDA FIORE";"PPL"
"SP";"250000002389";"DANIEL FERNANDES";"PTB"
"SP";"250000000530";"ENIO TATTO";"PT"
"SP";"250000001192";"GRAÇA LEMOS";"PSB"
"SP";"250000000383";"CRISTIANEFERREIRA";"PSC"
"SP";"250000003338";"ELI DOS SANTOS";"PHS"
"SP";"250000001738";"JANICE SILVA";"PSOL"
"SP";"250000003897";"JULIANA PRIETO";"PR"
"SP";"250000000911";"MIRAMONTES";"PV"
"SP";"250000002329";"CARLOS ALMEIDA";"PRTB"
"SP";"250000001709";"STAN";"PSOL"
"SP";"250000001139";"KAZU";"PSB"
"SP";"250000000197";"FERNANDA MENDES";"PSL"
"SP";"250000001807";"JENIS DE ANDRADE";"PSOL"
"SP";"250000001263";"INGRID VANESSA";"PRB"
"SP";"250000002257";"MOISES PIU PIU";"PRTB"
"SP";"250000003001";"DR. RICARDO";"PRP"
"SP";"250000001841";"CARLOS GIANNAZI";"PSOL"
"SP";"250000002962";"ROSANGELA ZIZLER";"PRP"
"SP";"250000000393";"PASTOR CELSO NASCIMENTO";"PSC"
"SP";"250000002974";"DALILA RITA";"PRP"
"SP";"250000000999";"ANACLETO PEREIRA";"PV"
"SP";"250000000244";"OLTEN BOLINHA";"PT do B"
"SP";"250000003002";"COBRADOR CABEÇA";"PRP"
"SP";"250000002150";"RICARDO NUNES";"PMDB"
"SP";"250000001599";"SEBASTIÃO SANTOS";"PRB"
"SP";"250000000152";"GALLEONI";"PSL"
"SP";"250000001446";"MARLI OGUNLADE BARBOSA";"PPL"
"SP";"250000000600";"NEY MARCÚRIO";"PT"
"SP";"250000001172";"PIFFER";"PSB"
"SP";"250000000902";"ANDRE POMBA";"PV"
"SP";"250000001276";"VINICIUS CARVALHO";"PRB"
"SP";"250000001089";"TARCISIO VILLELA";"PV"
"SP";"250000002304";"MAURICIO DE SOUZA";"PRTB"
"SP";"250000002435";"MÁRCIO SILVA";"PTB"
"SP";"250000003848";"DONIZETI ROCHA";"PEN"
"SP";"250000002128";"XIM";"PMDB"
"SP";"250000002124";"DR.AUDES LUBAS";"PMDB"
"SP";"250000000489";"FERNANDA ALVES";"PSC"
"SP";"250000003896";"GILBERTO REIS";"PR"
"SP";"250000000127";"JUNIOR SILVA";"PTC"
"SP";"250000000499";"EDUARDO SUPLICY";"PT"
"SP";"250000002731";"SANDRA NUNE";"PMDB"
"SP";"250000003510";"PROF. SILVANA MOREIRA";"PRP"
"SP";"250000003676";"ROLANDO ROLEMBERG";"PMDB"
"SP";"250000002224";"DR VILSON";"PPL"
"SP";"250000001055";"MARCIO DE SOUZA";"PV"
"SP";"250000003548";"ROGER NINA";"PSTU"
"SP";"250000001101";"JEAN NASCIMENTO";"PV"
"SP";"250000000655";"REINALDO";"PT"
"SP";"250000000524";"EDDY LIMA SHOW";"PT"
"SP";"250000001923";"PADRE";"PSDC"
"SP";"250000002226";"FABIO ALEXANDRELLI";"PPL"
"SP";"250000002463";"LUCIANO BATISTA";"PTB"
"SP";"250000002084";"ELIH DOMINGOS";"PDT"
"SP";"250000001420";"PAULO MORLINE";"PSB"
"SP";"250000000071";"LECI BRANDÃO";"PC do B"
"SP";"250000000056";"PROFESSOR ANTONIO";"PC do B"
"SP";"250000001713";"PAULO BAILLO";"PSOL"
"SP";"250000002269";"ENILDO INÁCIO";"PRTB"
"SP";"250000001411";"DELEGADO JOÃO DORETO CAMPANARI";"PSB"
"SP";"250000002544";"CILINHA";"PTB"
"SP";"250000002489";"NILSON KOBAYASHI";"PTB"
"SP";"250000002134";"JANIO";"PMDB"
"SP";"250000000260";"ROLGACIANO";"PTN"
"SP";"250000002208";"MOACIR DE FREITAS";"PPL"
"SP";"250000000120";"CHIQUINHO CONCEIÇÃO";"PTC"
"SP";"250000002923";"GINA ARIETTI";"PHS"
"SP";"250000001544";"MÁRCIA CANEVARI";"PSDB"
"SP";"250000002615";"CARLOS ALBERTO CARDOSO";"PMDB"
"SP";"250000003077";"JOSIEL RIBEIRO";"PEN"
"SP";"250000001673";"MARCIO FRANÇA";"PSB"
"SP";"250000003850";"SEVERINO LAURENTINO";"PEN"
"SP";"250000001911";"BENVINDO";"PSDC"
"SP";"250000000396";"DR. PAULO SANTANA";"PSC"
"SP";"250000000423";"MINEIRINHO DO CAFEZINHO";"PSC"
"SP";"250000000401";"VALMIR REIS";"PSC"
"SP";"250000000271";"VALDOMIRO VENTURA";"PSL"
"SP";"250000000294";"LUIZINHO ALVARENGA DO PMN";"PMN"
"SP";"250000002616";"CARLINHOS SOUZA";"PMDB"
"SP";"250000000647";"MARIA DE LOURDES";"PT"
"SP";"250000001032";"IARA JANAINA";"PV"
"SP";"250000002872";"GUERREIRA";"PRP"
"SP";"250000003771";"TADEU MENEZES";"PSB"
"SP";"250000003013";"WANDERLEY DIOGO";"PRP"
"SP";"250000001435";"DR UBIALI";"PSB"
"SP";"250000000961";"DRA MARCIA ZUCCHI";"PV"
"SP";"250000000967";"VADINHO ESPORTES";"PV"
"SP";"250000001457";"MARIA E FÉ";"PSB"
"SP";"250000002873";"FERNANDO ALVES";"PRP"
"SP";"250000002146";"PAULO LIMA";"PMDB"
"SP";"250000002094";"ALEX HATO";"PMDB"
"SP";"250000001222";"KLEBER LEITE";"PRB"
"SP";"250000001511";"CELIA LEAO";"PSDB"
"SP";"250000000900";"ALBERTO HENRIQUE";"PV"
"SP";"250000000296";"MYRIAN MASSAROLLO";"PMN"
"SP";"250000002528";"ERIQUE MORANGUINHO";"PTB"
"SP";"250000001940";"OLGA UM BEIJO E UM QUEIJO";"PSDC"
"SP";"250000003037";"ABEL LIMA";"PEN"
"SP";"250000003115";"LIMA";"PEN"
"SP";"250000000562";"LUIZ FERNANDO";"PT"
"SP";"250000002293";"VERGILIO -  'GALO'";"PRTB"
"SP";"250000000599";"WAGNER ECKSTEIN";"PT"
"SP";"250000003138";"ADILSON BARROSO";"PEN"
"SP";"250000003401";"REINALDO RENNA";"PHS"
"SP";"250000001720";"MILTON DAVID";"PSOL"
"SP";"250000003475";"MARA REGINA";"PSOL"
"SP";"250000003476";"BETINHA SILVA";"PSOL"
"SP";"250000002503";"CARMELA VILARDO";"PTB"
"SP";"250000000638";"JOSÉ MENTOR";"PT"
"SP";"250000000421";"DR. FABIANO MORELLI";"PSC"
"SP";"250000000583";"PROF. REGINALDO CHE";"PT"
"SP";"250000003294";"CARLOS ALBERTO RAMOS";"PHS"
"SP";"250000002496";"ADAURY CAMPOS DE BARROS";"PTB"
"SP";"250000003694";"AUGUSTA";"PMDB"
"SP";"250000000986";"PROFESSORA VANIA MARQUESINI";"PV"
"SP";"250000002192";"JUNJI ABE";"PSD"
"SP";"250000003073";"DERMEVAL PEREIRA";"PEN"
"SP";"250000000797";"ISA GODOY";"SD"
"SP";"250000000816";"LÚCIA GUERRA";"SD"
"SP";"250000001303";"SOUZA MAGAZINE";"PRB"
"SP";"250000001661";"MATHEUS COSTA";"DEM"
"SP";"250000001028";"GILVAN AGUIAR";"PV"
"SP";"250000000678";"ANDERSON NÓBREGA";"PR"
"SP";"250000000067";"JEAN LOPES";"PC do B"
"SP";"250000001662";"MILTON LEITE FILHO";"DEM"
"SP";"250000001180";"FUMACH";"PSB"
"SP";"250000000039";"MARIA MARTINS";"PC do B"
"SP";"250000000418";"GENERAL PETERNELLI";"PSC"
"SP";"250000002614";"PROFª BIA";"PMDB"
"SP";"250000000863";"DR. CALIL";"PROS"
"SP";"250000000363";"PEPITA";"PT do B"
"SP";"250000002356";"ATALIBA";"PTB"
"SP";"250000001908";"VANIA";"PSDC"
"SP";"250000001882";"BARBOSA";"PSTU"
"SP";"250000002746";"WAGÃO";"PSD"
"SP";"250000000073";"MAISA LOPES";"PC do B"
"SP";"250000000012";"LESSA";"PC do B"
"SP";"250000003554";"EDGAR PASSOS";"PSTU"
"SP";"250000003968";"ELISANGELA CARVALHO";"PV"
"SP";"250000000663";"DERLI DO PT";"PT"
"SP";"250000001230";"SELMA PONTES";"PRB"
"SP";"250000003888";"SILVANA";"PSB"
"SP";"250000001088";"SUE ELLEN RIBEIRO";"PV"
"SP";"250000002835";"NILSON SILVA";"PRP"
"SP";"250000002064";"LUIZ CARLOS PAÇOKINHA";"PDT"
"SP";"250000002505";"PEIXE ZONA SUL";"PTB"
"SP";"250000003969";"LUISA FERNANDES";"PV"
"SP";"250000001351";"NEWTON - O HOMEM DO CHAPEU";"PSDB"
"SP";"250000001389";"ALEXANDRE LEITE";"DEM"
"SP";"250000003067";"ALEXANDRE MORATO";"PEN"
"SP";"250000001633";"THIAGO BELLO";"PSDB"
"SP";"250000002253";"DORIVAL JÚNIOR";"PRTB"
"SP";"250000003865";"IVANI GLEBA C";"PEN"
"SP";"250000001825";"TODD TOMORROW";"PSOL"
"SP";"250000002989";"RAFAEL";"PRP"
"SP";"250000002066";"MARISTELA GRITTI DA SILVA";"PDT"
"SP";"250000002357";"RUSSOMANNO";"PTB"
"SP";"250000003090";"DR. ZÉ MANÉ";"PEN"
"SP";"250000000814";"DÉ ALVIM";"SD"
"SP";"250000000973";"RODRIGO METTESTAINER";"PV"
"SP";"250000000330";"MARCOS DO VALE";"PMN"
"SP";"250000001821";"CREUSA LIMA";"PSOL"
"SP";"250000003081";"PROFª. MERCEDES GENEBRA";"PEN"
"SP";"250000003524";"CHAGAS";"PSOL"
"SP";"250000001217";"ADRIANO VITAL";"PRB"
"SP";"250000001374";"CAROLINA VIEIRA";"PSDB"
"SP";"250000001099";"YARA KASSAB";"PV"
"SP";"250000000322";"JOANA DO NOGUEIRA";"PMN"
"SP";"250000000100";"PROFESSORA ANDREA GRIFFO";"PSL"
"SP";"250000001189";"BRITO CAVALCANTE";"PSB"
"SP";"250000000778";"VERA LUCIA DONDA";"SD"
"SP";"250000003748";"SAMUEL DIAS";"PSB"
"SP";"250000004266";"FERNANDA CALDAS";"PSB"
"SP";"250000002395";"DIRETORA ISAURA";"PTB"
"SP";"250000002497";"ALEXANDRE GOMES";"PTB"
"SP";"250000000329";"NÉO MARQUES";"PMN"
"SP";"250000000535";"FRED";"PT"
"SP";"250000000614";"ARLINDO CHINAGLIA";"PT"
"SP";"250000001993";"DR NAKANO";"PDT"
"SP";"250000001362";"JOSILDO FERREIRA";"PPS"
"SP";"250000001004";"ANTONIO LOPES";"PV"
"SP";"250000002566";"PROFESSORA THASMY";"PTB"
"SP";"250000002945";"MAURÃO FERNANDES";"PHS"
"SP";"250000002660";"PROFESSOR SANTIAGO";"PSD"
"SP";"250000000030";"EDISON FLORES";"PC do B"
"SP";"250000003801";"PASTOR CARLINHOS NENÊ";"PEN"
"SP";"250000001041";"ZECA";"PV"
"SP";"250000000553";"ZICO PRADO";"PT"
"SP";"250000003780";"SHIRLEY";"PSDC"
"SP";"250000002474";"CHIQUINHO MIGUEL";"PTB"
