PROPOSICAO,VOTACAO,PARLAMENTAR_ID,PARLAMENTAR_NOME,PARTIDO,UF,REGIAO,VOTO
PL 1876/1999,2287,3811,Flaviano Melo,PMDB,AC,Norte,SIM
PL 1876/1999,2287,4545,Aldo Rebelo,PCdoB,SP,Sudeste,SIM
PL 1876/1999,2287,3979,Antonio Carlos Mendes Thame,PSDB,SP,Sudeste,SIM
PL 1876/1999,2287,3937,Carlos Sampaio,PSDB,SP,Sudeste,SIM
PL 1876/1999,2287,5236,Jefferson Campos,PSB,SP,Sudeste,SIM
PL 1876/1999,2287,3938,Luiza Erundina,PSB,SP,Sudeste,NAO
PL 1876/1999,2287,4233,Dimas Ramalho,PPS,SP,Sudeste,SIM
PL 1876/1999,2287,3848,Arnaldo Faria de Sá,PTB,SP,Sudeste,SIM
PL 1876/1999,2287,3523,Nelson Marquezelli,PTB,SP,Sudeste,SIM
PL 1876/1999,2287,3551,Vicentinho,PT,SP,Sudeste,SIM
PL 1876/1999,2287,4201,Ribamar Alves,PSB,MA,Norte,SIM
PL 1876/1999,2287,4062,Sarney Filho,PV,MA,Norte,NAO
PL 1876/1999,2287,4410,Gastão Vieira,PMDB,MA,Norte,SIM
PL 1876/1999,2287,4023,João Campos,PSDB,GO,CentroOeste,SIM
PL 1876/1999,2287,3846,Jovair Arantes,PTB,GO,CentroOeste,SIM
PL 1876/1999,2287,4199,Carlos Alberto Leréia,PSDB,GO,CentroOeste,SIM
PL 1876/1999,2287,4198,Ronaldo Caiado,DEM,GO,CentroOeste,SIM
PL 1876/1999,2287,5137,Sandro Mabel,PR,GO,CentroOeste,SIM
PL 1876/1999,2287,3783,Pedro Chaves,PMDB,GO,CentroOeste,SIM
PL 1876/1999,2287,4196,Leandro Vilela,PMDB,GO,CentroOeste,SIM
PL 1876/1999,2287,4065,Sandes Júnior,PP,GO,CentroOeste,SIM
PL 1876/1999,2287,3871,Roberto Balestra,PP,GO,CentroOeste,SIM
PL 1876/1999,2287,4195,Rose de Freitas,PMDB,ES,Sudeste,SIM
PL 1876/1999,2287,4194,Manato,PDT,ES,Sudeste,SIM
PL 1876/1999,2287,4193,Vicente Arruda,PR,CE,Nordeste,SIM
PL 1876/1999,2287,4192,Ariosto Holanda,PSB,CE,Nordeste,SIM
PL 1876/1999,2287,5057,Manoel Salviano,PSDB,CE,Nordeste,SIM
PL 1876/1999,2287,3676,Arnon Bezerra,PTB,CE,Nordeste,SIM
PL 1876/1999,2287,3587,Raimundo Gomes de Matos,PSDB,CE,Nordeste,SIM
PL 1876/1999,2287,3533,Gorete Pereira,PR,CE,Nordeste,SIM
PL 1876/1999,2287,4132,Mauro Benevides,PMDB,CE,Nordeste,SIM
PL 1876/1999,2287,3959,Aníbal Gomes,PMDB,CE,Nordeste,SIM
PL 1876/1999,2287,4473,José Linhares,PP,CE,Nordeste,SIM
PL 1876/1999,2287,3844,Daniel Almeida,PCdoB,BA,Nordeste,SIM
PL 1876/1999,2287,3760,Alice Portugal,PCdoB,BA,Nordeste,SIM
PL 1876/1999,2287,3724,Jutahy Junior,PSDB,BA,Nordeste,SIM
PL 1876/1999,2287,4190,Fábio Souto,DEM,BA,Nordeste,SIM
PL 1876/1999,2287,5232,Paulo Magalhães,DEM,BA,Nordeste,SIM
PL 1876/1999,2287,4189,Antonio Carlos Magalhães Neto,DEM,BA,Nordeste,SIM
PL 1876/1999,2287,3696,José Rocha,PR,BA,Nordeste,SIM
PL 1876/1999,2287,3687,Claudio Cajado,DEM,BA,Nordeste,SIM
PL 1876/1999,2287,5134,José Carlos Araújo,PDT,BA,Nordeste,SIM
PL 1876/1999,2287,4188,Nelson Pellegrino,PT,BA,Nordeste,SIM
PL 1876/1999,2287,4187,Luiz Alberto,PT,BA,Nordeste,NAO
PL 1876/1999,2287,4184,Evandro Milhomen,PCdoB,AP,Norte,SIM
PL 1876/1999,2287,4183,Davi Alcolumbre,DEM,AP,Norte,SIM
PL 1876/1999,2287,5264,Átila Lins,PMDB,AM,Norte,SIM
PL 1876/1999,2287,5263,Carlos Souza,PP,AM,Norte,SIM
PL 1876/1999,2287,5132,Silas Câmara,PSC,AM,Norte,SIM
PL 1876/1999,2287,3874,Maurício Quintella Lessa,PR,AL,Nordeste,SIM
PL 1876/1999,2287,4181,Givaldo Carimbão,PSB,AL,Nordeste,SIM
PL 1876/1999,2287,4180,Perpétua Almeida,PCdoB,AC,Norte,SIM
PL 1876/1999,2286,4406,Dr. Ubiali,PSB,SP,Sudeste,NAO
PL 1876/1999,2286,4752,Carlos Roberto,PSDB,SP,Sudeste,NAO
PL 1876/1999,2286,5220,Walter Ihoshi,DEM,SP,Sudeste,NAO
PL 1876/1999,2286,5262,Eleuses Paiva,DEM,SP,Sudeste,NAO
PL 1876/1999,2286,3841,Vanderlei Macris,PSDB,SP,Sudeste,NAO
PL 1876/1999,2286,5261,Gean Loureiro,PMDB,SC,Norte,OBSTRUCAO
PL 1876/1999,2286,3654,Carmen Zanotto,PPS,SC,Norte,NAO
PL 1876/1999,2286,3716,Valdir Colatto,PMDB,SC,Norte,NAO
PL 1876/1999,2286,3802,Ronaldo Nogueira,PTB,RS,Sul,NAO
PL 1876/1999,2286,4400,Luiz Noé,PSB,RS,Sul,NAO
PL 1876/1999,2286,4161,Fernando Marroni,PT,RS,Sul,SIM
PL 1876/1999,2286,3754,Rogério Marinho,PSDB,RN,Norte,NAO
PL 1876/1999,2286,5190,Brizola Neto,PDT,RJ,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4396,Nelson Bornier,PMDB,RJ,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4395,Luiz Nishimori,PSDB,PR,Sul,NAO
PL 1876/1999,2286,4394,Luiz Carlos Setim,DEM,PR,Sul,NAO
PL 1876/1999,2286,4391,Vilalba,PRB,PE,Nordeste,OBSTRUCAO
PL 1876/1999,2286,4390,Paulo Rubem Santiago,PDT,PE,Nordeste,OBSTRUCAO
PL 1876/1999,2286,4388,Dudimar Paxiúba,PSDB,PA,Norte,NAO
PL 1876/1999,2286,5260,Neri Geller,PP,MT,CentroOeste,NAO
PL 1876/1999,2286,5259,Roberto Dorner,PP,MT,CentroOeste,NAO
PL 1876/1999,2286,4386,Jairo Ataide,DEM,MG,Sudeste,NAO
PL 1876/1999,2286,4384,Vitor Penido,DEM,MG,Sudeste,NAO
PL 1876/1999,2286,3950,Delegado Waldir,PSDB,GO,CentroOeste,NAO
PL 1876/1999,2286,4448,Valdivino de Oliveira,PSDB,GO,CentroOeste,NAO
PL 1876/1999,2286,5258,Ricardo Quirino,PRB,DF,CentroOeste,OBSTRUCAO
PL 1876/1999,2286,4381,Augusto Carvalho,PPS,DF,CentroOeste,NAO
PL 1876/1999,2286,5257,Joseph Bandeira,PT,BA,Nordeste,OBSTRUCAO
PL 1876/1999,2286,5157,Sérgio Barradas Carneiro,PT,BA,Nordeste,OBSTRUCAO
PL 1876/1999,2286,4506,Acelino Popó,PRB,BA,Nordeste,NAO
PL 1876/1999,2286,3777,Professora Dorinha Seabra Rezende,DEM,TO,Norte,NAO
PL 1876/1999,2286,5256,Irajá Abreu,DEM,TO,Norte,NAO
PL 1876/1999,2286,5255,César Halum,PPS,TO,Norte,NAO
PL 1876/1999,2286,4377,Júnior Coimbra,PMDB,TO,Norte,OBSTRUCAO
PL 1876/1999,2286,4374,Vaz de Lima,PSDB,SP,Sudeste,NAO
PL 1876/1999,2286,4535,Luiz Fernando Machado,PSDB,SP,Sudeste,NAO
PL 1876/1999,2286,4373,William Dib,PSDB,SP,Sudeste,NAO
PL 1876/1999,2286,3711,Mara Gabrilli,PSDB,SP,Sudeste,SIM
PL 1876/1999,2286,5254,Guilherme Mussi,PV,SP,Sudeste,OBSTRUCAO
PL 1876/1999,2286,3915,Keiko Ota,PSB,SP,Sudeste,OBSTRUCAO
PL 1876/1999,2286,5253,Gabriel Chalita,PSB,SP,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4372,Jonas Donizette,PSB,SP,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4178,Eli Correa Filho,DEM,SP,Sudeste,NAO
PL 1876/1999,2286,5252,Junji Abe,DEM,SP,Sudeste,NAO
PL 1876/1999,2286,3544,Alexandre Leite,DEM,SP,Sudeste,NAO
PL 1876/1999,2286,4066,Roberto Freire,PPS,SP,Sudeste,NAO
PL 1876/1999,2286,3790,Paulo Freire,PR,SP,Sudeste,NAO
PL 1876/1999,2286,3541,Tiririca,PR,SP,Sudeste,NAO
PL 1876/1999,2286,5251,Marcelo Aguiar,PSC,SP,Sudeste,NAO
PL 1876/1999,2286,4369,Pastor Marco Feliciano,PSC,SP,Sudeste,NAO
PL 1876/1999,2286,3560,Edinho Araújo,PMDB,SP,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4365,Salvador Zimbaldi,PDT,SP,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4008,Missionário José Olimpio,PP,SP,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4364,Otoniel Lima,PRB,SP,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4360,Heleno Silva,PRB,SE,Nordeste,OBSTRUCAO
PL 1876/1999,2286,4359,Jorginho Mello,PSDB,SC,Norte,NAO
PL 1876/1999,2286,5228,Onofre Santo Agostini,DEM,SC,Norte,NAO
PL 1876/1999,2286,3788,Rogério Peninha Mendonça,PMDB,SC,Norte,OBSTRUCAO
PL 1876/1999,2286,3818,Ronaldo Benedet,PMDB,SC,Norte,OBSTRUCAO
PL 1876/1999,2286,3517,Esperidião Amin,PP,SC,Norte,NAO
PL 1876/1999,2286,3899,Nelson Marchezan Junior,PSDB,RS,Sul,NAO
PL 1876/1999,2286,3540,Jose Stédile,PSB,RS,Sul,OBSTRUCAO
PL 1876/1999,2286,3781,Alceu Moreira,PMDB,RS,Sul,NAO
PL 1876/1999,2286,5250,Danrlei De Deus Hinterholz,PTB,RS,Sul,NAO
PL 1876/1999,2286,3828,Giovani Cherini,PDT,RS,Sul,NAO
PL 1876/1999,2286,4352,Jeronimo Goergen,PP,RS,Sul,NAO
PL 1876/1999,2286,4351,Berinho Bantim,PSDB,RR,Norte,NAO
PL 1876/1999,2286,4350,Paulo Cesar Quartiero,DEM,RR,Norte,NAO
PL 1876/1999,2286,4443,Raul Lima,PP,RR,Norte,NAO
PL 1876/1999,2286,3515,Jhonatan de Jesus,PRB,RR,Norte,NAO
PL 1876/1999,2286,3752,Nilton Capixaba,PTB,RO,Norte,NAO
PL 1876/1999,2286,4504,Carlos Magno,PP,RO,Norte,NAO
PL 1876/1999,2286,4347,Paulo Wagner,PV,RN,Norte,OBSTRUCAO
PL 1876/1999,2286,5249,Cristiano,PTdoB,RJ,Sudeste,OBSTRUCAO
PL 1876/1999,2286,3534,Jandira Feghali,PCdoB,RJ,Sudeste,OBSTRUCAO
PL 1876/1999,2286,3914,Jean Wyllys,PSOL,RJ,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4345,Romário,PSB,RJ,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4765,Aureo,PRTB,RJ,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4040,Francisco Floriano,PR,RJ,Sudeste,NAO
PL 1876/1999,2286,4343,Zoinho,PR,RJ,Sudeste,NAO
PL 1876/1999,2286,4342,Anthony Garotinho,PR,RJ,Sudeste,NAO
PL 1876/1999,2286,5225,Liliam Sá,PR,RJ,Sudeste,NAO
PL 1876/1999,2286,3982,Walney Rocha,PTB,RJ,Sudeste,ABSTENCAO
PL 1876/1999,2286,4340,Vitor Paulo,PRB,RJ,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4339,Fernando Francischini,PSDB,PR,Sul,NAO
PL 1876/1999,2286,4338,Rosane Ferreira,PV,PR,Sul,OBSTRUCAO
PL 1876/1999,2286,3553,Leopoldo Meyer,PSB,PR,Sul,OBSTRUCAO
PL 1876/1999,2286,4053,Sandro Alex,PPS,PR,Sul,NAO
PL 1876/1999,2286,3604,Rubens Bueno,PPS,PR,Sul,NAO
PL 1876/1999,2286,4109,Nelson Padovani,PSC,PR,Sul,ABSTENCAO
PL 1876/1999,2286,4061,Edmar Arruda,PSC,PR,Sul,NAO
PL 1876/1999,2286,3641,João Arruda,PMDB,PR,Sul,OBSTRUCAO
PL 1876/1999,2286,5248,Hugo Napoleão,DEM,PI,Nordeste,NAO
PL 1876/1999,2286,4336,Marllos Sampaio,PMDB,PI,Nordeste,OBSTRUCAO
PL 1876/1999,2286,3859,Luciana Santos,PCdoB,PE,Nordeste,OBSTRUCAO
PL 1876/1999,2286,4794,Sergio Guerra,PSDB,PE,Nordeste,NAO
PL 1876/1999,2286,4085,Pastor Eurico,PSB,PE,Nordeste,OBSTRUCAO
PL 1876/1999,2286,4334,Augusto Coutinho,DEM,PE,Nordeste,NAO
PL 1876/1999,2286,3930,Anderson Ferreira,PR,PE,Nordeste,OBSTRUCAO
PL 1876/1999,2286,4332,Jorge Corte Real,PTB,PE,Nordeste,OBSTRUCAO
PL 1876/1999,2286,4331,João Paulo  Lima,PT,PE,Nordeste,OBSTRUCAO
PL 1876/1999,2286,4436,Ruy Carneiro,PSDB,PB,Nordeste,NAO
PL 1876/1999,2286,4329,Romero Rodrigues,PSDB,PB,Nordeste,NAO
PL 1876/1999,2286,4328,Nilda Gondim,PMDB,PB,Nordeste,ABSTENCAO
PL 1876/1999,2286,3813,Arnaldo Jordy,PPS,PA,Norte,OBSTRUCAO
PL 1876/1999,2286,3656,Josué Bengtson,PTB,PA,Norte,NAO
PL 1876/1999,2286,4325,Júlio Campos,DEM,MT,CentroOeste,NAO
PL 1876/1999,2286,4324,Reinaldo Azambuja,PSDB,MS,CentroOeste,NAO
PL 1876/1999,2286,3665,Mandetta,DEM,MS,CentroOeste,NAO
PL 1876/1999,2286,5247,Giroto,PR,MS,CentroOeste,NAO
PL 1876/1999,2286,4322,Fabio Trad,PMDB,MS,CentroOeste,NAO
PL 1876/1999,2286,4321,Eduardo Azeredo,PSDB,MG,Sudeste,NAO
PL 1876/1999,2286,3635,Domingos Sávio,PSDB,MG,Sudeste,NAO
PL 1876/1999,2286,3812,Marcus Pestana,PSDB,MG,Sudeste,NAO
PL 1876/1999,2286,4320,Carlaile Pedrosa,PSDB,MG,Sudeste,NAO
PL 1876/1999,2286,4319,José Humberto,PHS,MG,Sudeste,NAO
PL 1876/1999,2286,4318,Bernardo Santana de Vasconcellos,PR,MG,Sudeste,NAO
PL 1876/1999,2286,5246,Diego Andrade,PR,MG,Sudeste,NAO
PL 1876/1999,2286,4317,Dr. Grilo,PSL,MG,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4005,Eros Biondini,PTB,MG,Sudeste,NAO
PL 1876/1999,2286,4315,Zé Silva,PDT,MG,Sudeste,NAO
PL 1876/1999,2286,3889,Toninho Pinheiro,PP,MG,Sudeste,NAO
PL 1876/1999,2286,3746,Renzo Braz,PP,MG,Sudeste,NAO
PL 1876/1999,2286,3485,Dimas Fabiano,PP,MG,Sudeste,NAO
PL 1876/1999,2286,4433,Hélio Santos,PSDB,MA,Norte,NAO
PL 1876/1999,2286,3867,Alberto Filho,PMDB,MA,Norte,NAO
PL 1876/1999,2286,5245,Luciano Moreira,PMDB,MA,Norte,OBSTRUCAO
PL 1876/1999,2286,5244,Heuler Cruvinel,DEM,GO,CentroOeste,NAO
PL 1876/1999,2286,4311,Cesar Colnago,PSDB,ES,Sudeste,NAO
PL 1876/1999,2286,3751,Paulo Foletto,PSB,ES,Sudeste,NAO
PL 1876/1999,2286,4310,Audifax,PSB,ES,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4309,Lauriete,PSC,ES,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4307,Jaqueline Roriz,PMN,DF,CentroOeste,ABSTENCAO
PL 1876/1999,2286,4306,Ronaldo Fonseca,PR,DF,CentroOeste,NAO
PL 1876/1999,2286,4304,Reguffe,PDT,DF,CentroOeste,OBSTRUCAO
PL 1876/1999,2286,4430,João Ananias,PCdoB,CE,Nordeste,OBSTRUCAO
PL 1876/1999,2286,5243,Domingos Neto,PSB,CE,Nordeste,NAO
PL 1876/1999,2286,4773,Edson Silva,PSB,CE,Nordeste,NAO
PL 1876/1999,2286,4303,Antonio Balhmann,PSB,CE,Nordeste,OBSTRUCAO
PL 1876/1999,2286,4135,André Figueiredo,PDT,CE,Nordeste,OBSTRUCAO
PL 1876/1999,2286,5242,Edson Pimenta,PCdoB,BA,Nordeste,OBSTRUCAO
PL 1876/1999,2286,4038,Antonio Imbassahy,PSDB,BA,Nordeste,NAO
PL 1876/1999,2286,5241,José Nunes,DEM,BA,Nordeste,NAO
PL 1876/1999,2286,5240,Fernando Torres,DEM,BA,Nordeste,OBSTRUCAO
PL 1876/1999,2286,3939,Erivelton Santana,PSC,BA,Nordeste,NAO
PL 1876/1999,2286,3990,Antonio Brito,PTB,BA,Nordeste,OBSTRUCAO
PL 1876/1999,2286,4296,Felix Mendonça Júnior,PDT,BA,Nordeste,NAO
PL 1876/1999,2286,4295,Oziel Oliveira,PDT,BA,Nordeste,NAO
PL 1876/1999,2286,4293,Luiz Carlos,PSDB,AP,Norte,NAO
PL 1876/1999,2286,3538,Pauderney Avelino,DEM,AM,Norte,NAO
PL 1876/1999,2286,4292,Henrique Oliveira,PR,AM,Norte,OBSTRUCAO
PL 1876/1999,2286,4290,Rui Palmeira,PSDB,AL,Nordeste,NAO
PL 1876/1999,2286,4803,João Lyra,PTB,AL,Nordeste,NAO
PL 1876/1999,2286,3502,Arthur Lira,PP,AL,Nordeste,OBSTRUCAO
PL 1876/1999,2286,4502,Marcio Bittar,PSDB,AC,Norte,NAO
PL 1876/1999,2286,4426,Antônia Lúcia,PSC,AC,Norte,ABSTENCAO
PL 1876/1999,2286,4289,Taumaturgo Lima,PT,AC,Norte,NAO
PL 1876/1999,2286,3480,Lázaro Botelho,PP,TO,Norte,NAO
PL 1876/1999,2286,4288,Laurez Moreira,PSB,TO,Norte,ABSTENCAO
PL 1876/1999,2286,4287,Beto Mansur,PP,SP,Sudeste,NAO
PL 1876/1999,2286,4286,Paulo Pereira da Silva,PDT,SP,Sudeste,OBSTRUCAO
PL 1876/1999,2286,3491,Ricardo Tripoli,PSDB,SP,Sudeste,SIM
PL 1876/1999,2286,3629,Jorge Tadeu Mudalen,DEM,SP,Sudeste,NAO
PL 1876/1999,2286,4283,João Dado,PDT,SP,Sudeste,OBSTRUCAO
PL 1876/1999,2286,5239,Guilherme Campos,DEM,SP,Sudeste,NAO
PL 1876/1999,2286,4424,Arnaldo Jardim,PPS,SP,Sudeste,NAO
PL 1876/1999,2286,3558,Duarte Nogueira,PSDB,SP,Sudeste,NAO
PL 1876/1999,2286,3649,Antonio Bulhões,PRB,SP,Sudeste,NAO
PL 1876/1999,2286,4277,Aline Corrêa,PP,SP,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4762,Laercio Oliveira,PR,SE,Nordeste,NAO
PL 1876/1999,2286,3718,Valadares Filho,PSB,SE,Nordeste,OBSTRUCAO
PL 1876/1999,2286,3582,Mauro Mariani,PMDB,SC,Norte,NAO
PL 1876/1999,2286,3896,Celso Maldaner,PMDB,SC,Norte,NAO
PL 1876/1999,2286,4276,Vilson Covatti,PP,RS,Sul,NAO
PL 1876/1999,2286,4091,Renato Molling,PP,RS,Sul,NAO
PL 1876/1999,2286,4275,Manuela D`ávila,PCdoB,RS,Sul,NAO
PL 1876/1999,2286,4274,Vieira da Cunha,PDT,RS,Sul,SIM
PL 1876/1999,2286,4033,Edio Lopes,PMDB,RR,Norte,OBSTRUCAO
PL 1876/1999,2286,5198,Moreira Mendes,PPS,RO,Norte,NAO
PL 1876/1999,2286,4273,Mauro Nazif,PSB,RO,Norte,NAO
PL 1876/1999,2286,5238,Lindomar Garçon,PV,RO,Norte,OBSTRUCAO
PL 1876/1999,2286,3507,Felipe Maia,DEM,RN,Norte,NAO
PL 1876/1999,2286,3592,Otavio Leite,PSDB,RJ,Sudeste,NAO
PL 1876/1999,2286,4270,Neilton Mulim,PR,RJ,Sudeste,NAO
PL 1876/1999,2286,4269,Hugo Leal,PSC,RJ,Sudeste,NAO
PL 1876/1999,2286,5191,Felipe Bornier,PHS,RJ,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4265,Dr. Adilson Soares,PR,RJ,Sudeste,OBSTRUCAO
PL 1876/1999,2286,3998,Alfredo Kaefer,PSDB,PR,Sul,NAO
PL 1876/1999,2286,4264,Ratinho Junior,PSC,PR,Sul,NAO
PL 1876/1999,2286,4259,Raul Henry,PMDB,PE,Nordeste,NAO
PL 1876/1999,2286,3686,Fernando Coelho Filho,PSB,PE,Nordeste,OBSTRUCAO
PL 1876/1999,2286,3563,Eduardo da Fonte,PP,PE,Nordeste,OBSTRUCAO
PL 1876/1999,2286,3483,Bruno Araújo,PSDB,PE,Nordeste,NAO
PL 1876/1999,2286,5182,Ana Arraes,PSB,PE,Nordeste,OBSTRUCAO
PL 1876/1999,2286,3927,Manoel Junior,PMDB,PB,Nordeste,OBSTRUCAO
PL 1876/1999,2286,3565,Efraim Filho,DEM,PB,Nordeste,NAO
PL 1876/1999,2286,4258,Wandenkolk Gonçalves,PSDB,PA,Norte,NAO
PL 1876/1999,2286,3864,Lúcio Vale,PR,PA,Norte,OBSTRUCAO
PL 1876/1999,2286,4257,Lira Maia,DEM,PA,Norte,NAO
PL 1876/1999,2286,4255,Valtenir Pereira,PSB,MT,CentroOeste,NAO
PL 1876/1999,2286,5177,Homero Pereira,PR,MT,CentroOeste,NAO
PL 1876/1999,2286,4253,Marçal Filho,PMDB,MS,CentroOeste,NAO
PL 1876/1999,2286,3873,Paulo Abi-Ackel,PSDB,MG,Sudeste,NAO
PL 1876/1999,2286,3803,Jô Moraes,PCdoB,MG,Sudeste,OBSTRUCAO
PL 1876/1999,2286,5174,Marcos Montes,DEM,MG,Sudeste,NAO
PL 1876/1999,2286,4249,Antônio Roberto,PV,MG,Sudeste,OBSTRUCAO
PL 1876/1999,2286,3926,Aelton Freitas,PR,MG,Sudeste,NAO
PL 1876/1999,2286,4248,Professor Setimo,PMDB,MA,Norte,OBSTRUCAO
PL 1876/1999,2286,4247,Pinto Itamaraty,PSDB,MA,Norte,NAO
PL 1876/1999,2286,3749,Cleber Verde,PRB,MA,Norte,OBSTRUCAO
PL 1876/1999,2286,4246,Carlos Brandão,PSDB,MA,Norte,NAO
PL 1876/1999,2286,4245,Íris de Araújo,PMDB,GO,CentroOeste,NAO
PL 1876/1999,2286,3759,Lelo Coimbra,PMDB,ES,Sudeste,NAO
PL 1876/1999,2286,4244,Sueli Vidigal,PDT,ES,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4243,Izalci,PR,DF,CentroOeste,NAO
PL 1876/1999,2286,4418,José Airton,PT,CE,Nordeste,OBSTRUCAO
PL 1876/1999,2286,3782,Chico Lopes,PCdoB,CE,Nordeste,OBSTRUCAO
PL 1876/1999,2286,5237,Maurício Trindade,PR,BA,Nordeste,OBSTRUCAO
PL 1876/1999,2286,3748,Márcio Marinho,PRB,BA,Nordeste,OBSTRUCAO
PL 1876/1999,2286,3887,João Carlos Bacelar,PR,BA,Nordeste,NAO
PL 1876/1999,2286,4239,Sebastião Bala Rocha,PDT,AP,Norte,OBSTRUCAO
PL 1876/1999,2286,4236,Francisco Praciano,PT,AM,Norte,OBSTRUCAO
PL 1876/1999,2286,4494,Gladson Cameli,PP,AC,Norte,NAO
PL 1876/1999,2286,3979,Antonio Carlos Mendes Thame,PSDB,SP,Sudeste,NAO
PL 1876/1999,2286,3937,Carlos Sampaio,PSDB,SP,Sudeste,NAO
PL 1876/1999,2286,5236,Jefferson Campos,PSB,SP,Sudeste,NAO
PL 1876/1999,2286,3938,Luiza Erundina,PSB,SP,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4233,Dimas Ramalho,PPS,SP,Sudeste,NAO
PL 1876/1999,2286,3566,Milton Monti,PR,SP,Sudeste,OBSTRUCAO
PL 1876/1999,2286,3523,Nelson Marquezelli,PTB,SP,Sudeste,OBSTRUCAO
PL 1876/1999,2286,3680,Ivan Valente,PSOL,SP,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4030,Edinho Bez,PMDB,SC,Norte,NAO
PL 1876/1999,2286,4979,Jorge Boeira,PT,SC,Norte,NAO
PL 1876/1999,2286,4976,Zonta,PP,SC,Norte,NAO
PL 1876/1999,2286,3744,Onyx Lorenzoni,DEM,RS,Sul,NAO
PL 1876/1999,2286,3595,Osmar Terra,PMDB,RS,Sul,NAO
PL 1876/1999,2286,3546,Darcísio Perondi,PMDB,RS,Sul,NAO
PL 1876/1999,2286,3658,Marco Maia,PT,RS,Sul,ABSTENCAO
PL 1876/1999,2286,3681,Paulo Pimenta,PT,RS,Sul,OBSTRUCAO
PL 1876/1999,2286,3667,Afonso Hamm,PP,RS,Sul,NAO
PL 1876/1999,2286,3831,Luis Carlos Heinze,PP,RS,Sul,NAO
PL 1876/1999,2286,3880,Marinha Raupp,PMDB,RO,Norte,OBSTRUCAO
PL 1876/1999,2286,3755,Rodrigo Maia,DEM,RJ,Sudeste,NAO
PL 1876/1999,2286,5145,Arolde de Oliveira,DEM,RJ,Sudeste,NAO
PL 1876/1999,2286,3671,Chico Alencar,PSOL,RJ,Sudeste,OBSTRUCAO
PL 1876/1999,2286,5143,Eduardo Sciarra,DEM,PR,Sul,NAO
PL 1876/1999,2286,4219,Abelardo Lupion,DEM,PR,Sul,NAO
PL 1876/1999,2286,5235,Reinhold Stephanes,PMDB,PR,Sul,NAO
PL 1876/1999,2286,4216,André Zacharow,PMDB,PR,Sul,NAO
PL 1876/1999,2286,3670,Dilceu Sperafico,PP,PR,Sul,NAO
PL 1876/1999,2286,5234,Júlio Cesar,DEM,PI,Nordeste,NAO
PL 1876/1999,2286,4210,Zequinha Marinho,PSC,PA,Norte,NAO
PL 1876/1999,2286,3962,Geraldo Resende,PMDB,MS,CentroOeste,NAO
PL 1876/1999,2286,3627,Eduardo Barbosa,PSDB,MG,Sudeste,NAO
PL 1876/1999,2286,4207,Jaime Martins,PR,MG,Sudeste,NAO
PL 1876/1999,2286,4492,Aracely de Paula,PR,MG,Sudeste,NAO
PL 1876/1999,2286,4871,Geraldo Thadeu,PPS,MG,Sudeste,NAO
PL 1876/1999,2286,5233,Ademir Camilo,PDT,MG,Sudeste,SIM
PL 1876/1999,2286,3605,Júlio Delgado,PSB,MG,Sudeste,ABSTENCAO
PL 1876/1999,2286,4034,Lincoln Portela,PR,MG,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4201,Ribamar Alves,PSB,MA,Norte,NAO
PL 1876/1999,2286,4023,João Campos,PSDB,GO,CentroOeste,NAO
PL 1876/1999,2286,4198,Ronaldo Caiado,DEM,GO,CentroOeste,NAO
PL 1876/1999,2286,4195,Rose de Freitas,PMDB,ES,Sudeste,OBSTRUCAO
PL 1876/1999,2286,4194,Manato,PDT,ES,Sudeste,NAO
PL 1876/1999,2286,4192,Ariosto Holanda,PSB,CE,Nordeste,OBSTRUCAO
PL 1876/1999,2286,5057,Manoel Salviano,PSDB,CE,Nordeste,NAO
PL 1876/1999,2286,3587,Raimundo Gomes de Matos,PSDB,CE,Nordeste,NAO
PL 1876/1999,2286,3959,Aníbal Gomes,PMDB,CE,Nordeste,OBSTRUCAO
PL 1876/1999,2286,3844,Daniel Almeida,PCdoB,BA,Nordeste,OBSTRUCAO
PL 1876/1999,2286,3760,Alice Portugal,PCdoB,BA,Nordeste,OBSTRUCAO
PL 1876/1999,2286,4190,Fábio Souto,DEM,BA,Nordeste,NAO
PL 1876/1999,2286,5232,Paulo Magalhães,DEM,BA,Nordeste,NAO
